,Generation,bbiomass,Tbbray,PTBbray,TFbray,PTFbray,sbcore,pbcore,snbcore,pnbcore,sfcore,pfcore,snfcore,pnfcore
167,4,0.00402415,0.579949239,0.77223688,0.626828828,0.943341242,0.334085779,0.601365728,0.375372151,0.579925878,0.351620512,0.794937933,0.432617349,0.958850613
168,4,0.023905521,0.648704958,0.753933784,0.306142854,0.945579059,0.306060606,0.572888711,0.407895088,0.613095494,0.50744091,0.766454034,0.442350972,0.984590256
169,4,0.0278348,0.561442826,0.724675578,0.718948774,0.940421664,0.378876731,0.544482627,0.543224341,0.613365206,0.797622138,0.825906421,0.845309281,0.974657482
170,4,0.023905521,0.583367484,0.78553478,0.901419587,0.945776249,0.314368517,0.582858445,0.438501201,0.626748072,0.422284644,0.86954127,0.733929529,0.958016543
171,4,0.00402415,0.593509945,0.748166019,0.702533888,0.946354078,0.33490566,0.597312784,0.533408991,0.561117111,0.891240506,0.932888024,0.482110961,0.951951689
172,4,-0.008097211,0.604043055,0.761219306,0.715904544,0.962968767,0.308620957,0.600575678,0.495667731,0.579060547,0.761907249,0.86230441,0.577439851,0.984634651
173,4,-0.012170535,0.60790358,0.762262834,0.3955586,0.969225171,0.308882015,0.546578947,0.49474197,0.614066321,0.473083869,0.801402442,0.339604737,0.967949684
174,4,-0.020367302,0.633921388,0.765271054,0.412998726,0.970316098,0.329771352,0.536676005,0.469545251,0.691536019,0.392190711,0.848310568,0.489027059,0.961388013
175,4,-0.115266044,0.660532846,0.776450279,0.43715572,0.971145506,0.346318036,0.576173417,0.592265795,0.605054824,0.950166989,0.894986299,0.513257012,0.985144013
176,4,-0.15213658,0.704260761,0.75255317,0.416786267,0.97643066,0.37099359,0.529600489,0.466427295,0.564513281,0.799637353,0.916254026,0.888180208,0.993400964
177,4,0.015810606,0.573653658,0.739400998,0.817301875,0.949052133,0.285072067,0.537130589,0.376791766,0.618985944,0.356622712,0.886597048,0.778670482,0.969900336
178,4,0.011881328,0.586074268,0.794330061,0.927922745,0.951578761,0.403791051,0.563893605,0.36528575,0.599403022,0.76287302,0.846346555,0.543545913,0.96900165
179,4,-0.008000042,0.590302735,0.76067715,0.907931286,0.951861161,0.44637224,0.585485613,0.638002938,0.549793506,0.32507429,0.774730566,0.887184035,0.990373989
180,4,-0.020121402,0.619049568,0.772982169,0.919887661,0.96852932,0.397876858,0.506093433,0.489346379,0.698122497,0.824126984,0.865874159,0.654043109,0.975684979
181,4,-0.024194728,0.627881077,0.77776334,0.824750326,0.973496472,0.367899567,0.521603361,0.655343662,0.682759291,0.76552358,0.875559344,0.901953888,0.984599078
182,4,-0.032391496,0.63247032,0.771742227,0.787511447,0.97379813,0.329992204,0.600610483,0.599590941,0.570046175,0.623117338,0.797453924,0.243313172,0.979792908
183,4,-0.127290238,0.634636323,0.789064872,0.799328859,0.977935202,0.468673219,0.563498282,0.650208962,0.582896529,0.950856855,0.909576427,0.853450837,0.984361525
184,4,-0.164160773,0.73992303,0.775430406,0.833269946,0.97991778,0.545938748,0.529856959,0.583133584,0.539202707,0.737472,0.936939809,0.875702021,0.992094122
185,4,-0.015564517,0.600193761,0.734282052,0.653415042,0.982548622,0.277320614,0.52960041,0.432850486,0.622224292,0.893864718,0.814722276,0.549797418,0.980584613
186,4,-0.019493794,0.604773077,0.788545507,0.870597443,0.983341594,0.31884984,0.569928264,0.451898921,0.593726739,0.721083531,0.830464619,0.621368048,0.974322102
187,4,-0.039375165,0.610608524,0.754449105,0.716173913,0.98634457,0.325039325,0.58759505,0.549893796,0.541396759,0.615947612,0.823266695,0.674807219,0.977809583
188,4,-0.051496526,0.61504065,0.76521685,0.83522158,0.966829221,0.288098318,0.59675707,0.535940161,0.555570132,0.843678536,0.909627444,0.670421318,0.989469965
189,4,-0.055569852,0.636281994,0.773776858,0.319799067,0.968499394,0.344401935,0.544471712,0.395849305,0.591000545,0.851555282,0.891648556,0.343000819,0.991143149
190,4,-0.063766617,0.63938028,0.765265425,0.574636287,0.970903855,0.331882165,0.560137037,0.5986129,0.611700197,0.667790894,0.844094488,0.912840349,0.984260867
191,4,-0.158665359,0.660714574,0.783363825,0.59621444,0.978379457,0.298657059,0.523030861,0.547157191,0.539568521,0.622731941,0.915695772,0.491042224,0.984273605
192,4,-0.195535897,0.790561999,0.765145611,0.241778205,0.981728048,0.412394186,0.520974707,0.593828157,0.526468682,0.577442048,0.939276099,0.828309653,0.988279698
